,0,1,2,3
0,0.881917103688197,0.8819171036881971,0.9023343449219018,0.9039930678336909
1,0.8498448041367106,0.8498414360824877,0.8700463454754754,0.8724152001241967
2,0.8165033938643806,0.8165116669361449,0.8333792190460255,0.836306277601493
3,0.7817466415050123,0.7817575014265666,0.7943964313819661,0.8045936469636368
4,0.7454693034176147,0.7454088841293205,0.7578348326464035,0.7634522337414866
5,0.7072377009814929,0.7071928117181859,0.7147418682395527,0.708322635263164
6,0.666823083248481,0.6667717928989642,0.6676743493178879,0.6679622336361195
7,0.6238188442706621,0.624020027846743,0.6247325852023994,0.6245472668152777
8,0.5778473640496768,0.577544910206719,0.57775272893067,0.5783716892747196
9,0.5281146172664415,0.5276931097903391,0.5281847978978853,0.5278717254928894
10,0.4746181072112955,0.4725593503538752,0.47187038384807795,0.4721412145146302
11,0.41271403545051366,0.41006759836663764,0.40877728076222036,0.4087965998936771
12,0.3334403706203469,0.3373746799360889,0.3339913272435421,0.33370589593124517
13,0.23587212575608493,0.23910306641560292,0.2365786308026956,0.23603901753248085
14,0.009669302199621171,0.08884716731191983,0.01887844363027218,0.04920920813894734
