,0,1,2,3
0,0.881917103688197,0.8819171036881971,0.9023343449219018,0.9039930678336909
1,0.8506459170339755,0.8503192238065834,0.8706547614611305,0.8727843251549098
2,0.8171775846869747,0.8179905775964209,0.8345441148554715,0.8374593353129837
3,0.7828033705128674,0.7838694928211215,0.796358884838954,0.8060920082689309
4,0.7547761783748518,0.750345345996785,0.7606274016058041,0.7656919985581688
5,0.7180775949123028,0.7149197386058027,0.7185569116845475,0.7121849694431058
6,0.6797249953918648,0.676165552676443,0.6725813328733323,0.6724579882322749
7,0.6405941385271839,0.6507672118672373,0.6331620169145818,0.6319733363543488
8,0.6078834921696796,0.5933845666233807,0.5928915026795827,0.5874978060492221
9,0.5839409404089599,0.567017778845459,0.5762776228899682,0.5339465846733333
10,0.5547040866154483,0.5265336247344116,0.5010331204532423,0.4795127088659048
11,0.5157766575325397,0.4808643468360137,0.4463395188206844,0.417950027149681
12,0.3438610994045968,0.43356635212502787,0.38004715774407255,0.34560699676164125
13,0.2520954049770939,0.35291535105473004,0.30009265326744067,0.25348605712205485
14,0.09647231591693281,0.31586531651558586,0.18849307402637558,0.28185522201374846
