,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
15,0.7021094974994095,0.7853452558096529,0.8618483425331024,0.9833545540121239,1.0804142495002143,1.2211973915756038,1.3730258133448883,1.500515074936518,1.5574913700589519,1.6013690392891473,2.092724234420621,2.07695759163764,2.212116599913297,2.698606023826049,2.9215485701348687,3.3765787644782717,inf,4.3384071997987315,4.544312505024724,5.607709749549858,9.451834531470114,6.398022959681894
16,0.6920066758613097,0.7759344584610918,0.853503028920001,0.9755544579779378,1.0534369691700967,1.2673658683526061,1.402155380941,1.423136754055936,1.5525394376274186,1.824093866791479,1.9382600679882256,2.033584883194936,2.1664773296057187,2.7310699438612525,3.122846202446594,3.380937978888961,3.8276178676538657,4.009048235848412,6.164065068218608,5.644290863234259,9.357245405221974,6.8261330170452155
17,0.6817541583256873,0.766793336682114,0.8444922790609721,0.9331343092035359,1.0435817614322522,1.0726175811658791,1.2905610450160576,1.31308304364838,1.4900358974213328,1.561754540801104,1.7136871696139913,1.8398983147806833,1.9709789888267355,2.6379417114377843,2.968687338306528,3.2263942051073724,3.3732562691514714,4.08270530478752,4.347723995413961,7.4055289570354335,9.862451583576213,6.098178693159197
18,0.6713450866373514,0.7574672488218126,0.8358462281973612,1.026029701006776,1.1256532800393881,1.1560508295761203,1.1959849649150271,1.3822349189329388,1.4996219112253815,1.6278124929576834,2.042833492846007,2.123128842766098,inf,2.457748073001287,2.689552040136268,2.7059429357145435,3.2868381330148737,3.731187139678664,5.719395173179033,7.694755881377074,9.564746729941445,5.639007215528217
19,0.6607720622952057,0.748085976752898,0.8260752107499664,0.991485541623173,0.9682111339034581,1.036180415968285,1.1889450018784153,1.2662596005431095,1.468986699773163,1.6538972087837158,1.7326018680388198,1.9908200547146033,2.1555179420331294,2.3970339692987537,inf,2.713612984654094,3.7750181650239667,4.651212037017184,5.707122644456001,7.717725516173337,8.612197980411775,inf
20,inf,0.7374130533309202,0.7886565811148447,0.809774233729945,0.8652074115921112,0.9862237540521542,1.104939750776986,1.3056086700202654,1.513350728445144,1.5462366704981212,1.7268417098788635,1.7209413483565903,2.118416477264741,2.0375973896308195,2.373156240602788,2.7566885316559473,3.2832971485874674,3.774468746799345,4.3328303024530355,5.987451135402449,6.089698259536189,6.041207305242257
21,0.639101481945827,0.6726320715376792,0.7122766340246985,0.7740862624079796,0.8760069531448843,0.979257058442961,1.0353533660650092,1.1528537990578966,1.337173178859115,1.493898781581606,1.6113950438410483,1.7921908243508824,1.8542776331337583,2.2630900909387597,2.6723541150836563,3.310597395791657,3.2125529912041926,3.565676688787827,4.202614187928781,5.026149465003711,6.744054996217446,6.374912278077092
22,0.6279858256227594,0.6616385840376349,0.7019274572206444,0.762532847726696,0.8053932535343383,0.892116320564881,1.0234377225822056,1.1249381162544823,1.3275816796356956,1.4356915668549295,1.4844895944011756,1.653243900560978,1.9189511654974314,2.232603442995907,2.47845233405404,2.8187814873399786,3.2918617256604064,3.4033164831940095,4.360949179211798,4.947990655532096,6.4238447946531965,6.315287051497668
23,0.6166698388447786,0.6505825766150434,0.6897886899315809,0.7526583287271018,0.7994463829161932,0.8794567499107017,1.009834493693933,1.1874142911442218,1.3216497214738514,1.4524365718013816,1.4555279046686866,1.8172961561215644,2.0138892246722677,2.1757530551679376,2.7233178820521204,2.848167270719318,inf,inf,inf,6.241846750387893,9.059201066848614,5.642367413892592
24,inf,0.6383227829917741,0.7445357144563224,0.7308767838364276,0.7796176481369571,0.9118939285142601,1.0732377803972508,1.1574842266153071,1.3118185568451302,1.341430947486467,1.3610596839911355,inf,2.064570042546954,2.325390303705277,2.364046692027883,2.679252036501239,3.5884929857898427,inf,inf,inf,inf,inf
25,0.5933908290969268,0.6270905273944746,0.6684086106944185,0.7213466962320895,inf,0.8318593301263828,inf,0.9351275733696985,1.021775985893943,1.2016159798300294,1.2400111675560188,1.6606199404079163,2.002335543424228,2.0066316648628373,2.3133630337111626,2.644679756395233,3.026819184658511,3.675187271478287,3.825847233024274,5.499404056231386,5.7469620360299345,inf
26,0.5814018997338112,inf,inf,0.6975042407810068,0.7565513157902031,0.8199793995854691,0.8619170561842823,0.8776386741847166,0.9518034668994839,1.0718622931482327,1.4084761143911935,1.6835184282384685,inf,2.121459538187654,2.29753900102047,inf,inf,inf,3.7316114275651815,inf,5.471901411915555,5.030462410375429
27,inf,inf,0.6467928312550258,inf,0.7361747663256565,0.7511490027219325,0.7820200865307824,inf,0.8596491087169372,1.234815529830314,1.438501480370214,1.3259347909970127,1.6536812940781,1.863707227597458,2.252964192621886,3.0998731760837805,3.2719826484514947,3.50214500565441,3.2967585613560457,4.247127680815869,7.183520720602146,5.059918508612874
28,inf,inf,inf,inf,0.6943989227371767,0.7250861795699374,0.7480205713881589,inf,inf,inf,0.9442082593818671,1.073383514340591,1.3860768919109427,1.8714782667096692,inf,2.3116285430096903,inf,inf,inf,inf,inf,3.7199395781576365
29,inf,inf,inf,inf,0.6486847569304939,0.6853569624912115,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.4546214550873686,3.68677597840353,inf,5.082224544670425,inf
30,inf,inf,inf,inf,inf,inf,inf,inf,0.7768969240775014,0.8489680692690376,1.0427097281827378,inf,1.7572555295348564,1.7691552190681494,inf,inf,inf,inf,inf,inf,inf,inf
31,inf,inf,0.561109211267388,0.5878395030502673,0.6255246718920338,0.6387743683846531,inf,inf,0.7600378518757441,inf,inf,inf,inf,inf,inf,inf,inf,2.2169854754344334,inf,inf,inf,inf
32,inf,inf,inf,inf,0.6086880639086386,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.1600754434797205
33,0.48932261312789327,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.8948876917902453,inf,inf,inf
34,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.1830949984638066,1.2556377008065784,inf,1.8328274168109706,inf,inf,2.3864956666768293,inf,inf,2.6230552790018518,inf,4.287214352600112,inf
35,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.8451588192435158,inf,1.9263205349483528,inf,inf,inf,inf,inf,2.545069837057622
36,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
37,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
38,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.908396028897989,inf,inf,inf,inf,inf
39,inf,0.4055679639789712,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.528092255533564,inf,inf,inf,inf,2.2944470275390154
40,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
41,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
42,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
43,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
44,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
45,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
46,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
47,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
48,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.2177306560344537
49,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.23246636561885148,inf
