,0,1,2,3
0,0.881917103688197,0.8819171036881971,0.9023343449219018,0.9039930678336909
1,0.8501636293409973,0.8501636307585034,0.8714034538777001,2.490122078701582
2,0.8171775846869747,0.8171775861631745,0.839253025499725,2.4790194594610684
3,0.7828033705128674,0.7828033734470057,0.8057860714135185,2.4662992694936934
4,0.7468490780974645,0.7468490812466549,0.7709267329447803,2.451680611372846
5,0.7090741646487029,0.7090741679937753,0.7139688334830606,1.3202397898522475
6,0.6691711802115228,0.6691711849053057,0.6743275267382286,1.2725769997463816
7,0.6267339067052877,0.6269123605388556,0.6321909221043249,1.2214065342249423
8,0.5813966245587799,0.581398941849315,0.5869053667000987,1.073021297241847
9,0.5320145444306795,0.5320171405923002,0.5378662759063384,0.7853862529068709
10,0.47756476048629504,0.4775677240434787,0.4840889441683595,0.6884192968087474
11,0.4162450925127911,0.4162522938683962,0.4171327507706178,0.5591101568964144
12,0.34401704716980197,0.344025825403648,0.3440617227359809,0.4018271897735316
13,0.2520954049770939,0.25210954088465126,0.252146917641417,0.25385252667974423
14,0.09647231591693281,0.0965085041984195,0.09668663960512654,0.09577621303660254
