,0,1,2,3
0,0.881917103688197,0.8819171036881971,0.9023343449219018,0.9039930678336909
1,0.8819171036881969,0.8819171036881969,0.9023343449219016,0.9039930678336908
2,0.8819171036881969,0.8819171036881969,0.9023343449219016,0.9039930678336909
3,0.8498365855987975,0.8819171036881968,0.9021140404212172,0.9039930678336908
4,0.881917103688197,0.8819171036881969,0.9023343449219018,0.9039930678336908
5,0.8819171036881969,0.8819171036881969,0.9021140404212172,0.9039930678336909
6,0.881917103688197,0.8819171036881969,0.9022695199560503,0.9039930678336909
7,0.881917103688197,0.8819171036881968,0.9021140404212172,0.9039930678336909
8,0.881917103688197,0.8819171036881969,0.9022695199560503,0.9039930678336909
9,0.8819171036881969,0.8819171036881968,0.9021140404212173,0.9039930678336909
10,0.8819171036881969,0.8819171036881969,0.895391227555994,0.903993067833691
11,0.8819171036881968,0.8819171036881968,0.9021140404212172,0.9039930678336908
12,0.8819171036881969,0.8819171036881969,0.9021140404212173,0.9039930678336909
13,0.8819171036881968,0.8819171036881969,0.9021140404212172,0.9039930678336909
14,0.8819171036881969,0.8819171036881969,0.9021140404212173,0.9039930678336908
