,0,1,2,3
0,0.881917103688197,0.8819171036881971,0.9023343449219018,0.9039930678336909
1,0.8498366183077625,0.8498366183117437,0.9258694419038918,1.495169315062479
2,0.8164966490584146,0.8164966491492227,0.8951977403526673,3.204277035477812
3,0.7817360667843307,0.7817360667828032,0.8635510928024018,2.224674916064754
4,0.7453561419566094,0.745356141964067,0.8309628957869157,2.0906724728933614
5,0.7071069782037033,0.7071069943498556,0.7965720578611691,2.076735820945637
6,0.666666934479424,0.6666669175988565,inf,3.032959680449299
7,0.6236098956619108,0.6236098776895266,0.7225035559529895,1.2728643762860434
8,0.5773506755308964,0.5773506570270079,0.6817825129593847,1.2020454111671797
9,0.5270467761935795,0.5270467567934157,0.6397293321431693,0.9282596093183719
10,inf,0.47140513038107057,0.5509680075506999,0.7277777960838889
11,inf,0.408249084073812,0.49288878192623337,0.7065390082246433
12,inf,0.333334411119072,inf,0.49684620244888333
13,inf,inf,0.23748513328199727,inf
14,inf,0.000966952877314884,inf,inf
